0.10376,0.014171,0.013528,0.013549,0.057233,0.1674,0.07411,0.25801,3
0.091583,0.012039,0.011405,0.010045,0.051863,0.15426,0.048246,0.25003,3
0.08045,0.010003,0.0093906,0.0066634,0.046664,0.14141,0.02599,0.24243,3
0.070515,0.008087,0.0075057,0.0034346,0.04169,0.12896,0.0078145,0.23529,3
0.061934,0.0063138,0.005771,0.00039041,0.036997,0.11704,-0.0058084,0.22867,3
0.054861,0.0047066,0.0042071,-0.0024379,0.03264,0.10576,-0.014406,0.22267,3
0.049453,0.0032885,0.0028348,-0.0050189,0.028671,0.095251,-0.017505,0.21736,3
0.045864,0.0020827,0.0016748,-0.0073211,0.025147,0.085627,-0.014634,0.21281,3
0.044249,0.0011124,0.00074776,-0.0093132,0.022122,0.077009,-0.0053194,0.20909,3
0.044763,0.0004008,7.4502e-05,-0.010964,0.019651,0.069518,0.010911,0.2063,3
0.047563,-2.8966e-05,-0.00032429,-0.012241,0.017788,0.063273,0.034529,0.2045,3
0.052802,-0.00015371,-0.0004279,-0.013114,0.016588,0.058395,0.066009,0.20377,3
0.060636,4.9747e-05,-0.00021561,-0.013552,0.016105,0.055003,0.10582,0.20419,3
0.071221,0.00060458,0.0003333,-0.013522,0.016395,0.053218,0.15444,0.20583,3
0.084711,0.001534,0.0012396,-0.012993,0.017511,0.053159,0.21234,0.20877,3
